b0148	hrpB	b3986	rplL	0.71
b0149	mrcB	b0635	mrdA	0.320571
b0149	mrcB	b3396	mrcA	0.386637
b0150	fhuA	b0151	fhuC	0.408408
b0150	fhuA	b0152	fhuD	0.408408
b0150	fhuA	b0153	fhuB	0.408408
b0150	fhuA	b1102	fhuE	0.320571
b0150	fhuA	b1252	tonB	0.459459
b0151	fhuC	b0152	fhuD	0.408408
b0151	fhuC	b0153	fhuB	0.408408
b0152	fhuD	b0153	fhuB	0.408408
b0153	fhuB	b4288	fecD	0.320571
b0154	hemL	b0369	hemB	0.408408
b0154	hemL	b1210	hemA	0.679429
b0154	hemL	b3805	hemC	0.408408
b0157	yadS	b0158	yadT	0.408408
b0161	degP	b3234	degQ	0.320571
b0161	degP	b3235	degS	0.320571
b0166	dapD	b0167	glnD	0.408408
b0166	dapD	b0169	rpsB	0.408408
b0166	dapD	b0170	tsf	0.408408
b0166	dapD	b2472	dapE	0.408408
b0167	glnD	b0169	rpsB	0.408408
b0167	glnD	b3053	glnE	0.320571
b0168	map	b0169	rpsB	0.96
b0168	map	b3315	rplV	0.76
b0168	map	b3319	rplD	0.76
b0168	map	b3983	rplK	0.74
b0169	rpsB	b0170	tsf	0.408408
b0169	rpsB	b0172	frr	0.408408
b0169	rpsB	b0182	lpxB	0.298799
b0169	rpsB	b0911	rpsA	0.304805
b0169	rpsB	b3314	rpsC	0.271021
b0169	rpsB	b3984	rplA	0.271021
b0169	rpsB	b3986	rplL	0.271021
b0170	tsf	b0171	pyrH	0.574324
b0170	tsf	b0172	frr	0.540541
b0170	tsf	b3339	tuf	1.0
b0171	pyrH	b0015	dnaJ	0.88
b0171	pyrH	b0169	rpsB	0.96
b0171	pyrH	b0172	frr	0.540541
b0171	pyrH	b0184	dnaE	0.352102
b0171	pyrH	b3303	rpsE	0.82
b0171	pyrH	b3314	rpsC	0.85
b0171	pyrH	b3315	rplV	0.91
b0171	pyrH	b3317	rplB	0.93
b0171	pyrH	b3319	rplD	0.75
b0171	pyrH	b3339	tuf	0.85
